n,sigma,betas,model,rmse_forecast,rmse_beta,rmse_phi,rmse_sigma,divergent_trans,fr_true_pos,fr_false_pos,phi_true_pos,phi_false_pos,beta_true_pos,beta_false_pos,TPR_threshold,mod_run,prior
365,1,0,arima,10.2908289230366,9.32843522281693,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,4.10819188169864,1.5211639267899,0.254592347426161,0.742320378988362,0,0.416666666666667,0.0158730158730159,1,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1055.rds,NA
730,1,0,gauss,14.9706298998427,3.88885155943155,0.54388572492106,1.64713359426982,2,0.25,0.116402116402116,0.2,0.9,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1055.rds,NA
730,1,0,arima,6.98696697859262,0.337867270096804,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.79198447144302,1.69635270586794,0.0802707504397916,0.193061363514797,22,0.416666666666667,0.0105820105820106,0.8,0.4,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1056.rds,NA
1095,1,0,gauss,6.13056536027036,0.385854064128029,0.116463704895753,0.323422053522852,0,0.5,0.142857142857143,0.8,0.5,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1056.rds,NA
1095,1,0,arima,3.16973219380593,0.921231383592313,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,3.07615366946972,2.43953565913048,0.0656419511385546,0.044280583943043,0,0.625,0.0259067357512953,0.8,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1057.rds,NA
365,1,2,gauss,3.93778924222635,1.25928819677447,0.2937072887767,0.0916807934524891,0,0.625,0.207253886010363,0.6,0.4,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1057.rds,NA
365,1,2,arima,3.48297048328004,2.67527999938491,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,3.13153337435872,1.51712275054438,0.0479691215948268,0.181755027783724,1,0.5,0.00518134715025907,0.6,0.1,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1058.rds,NA
730,1,2,gauss,10.1728996625888,30602.1351234106,0.106668532181508,0.279589310356353,1079,0.375,0.202072538860104,1,0.6,1,1,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1058.rds,NA
730,1,2,arima,5.24534030553097,3.52962324075678,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,6.27024018191753,1.09291121503984,0.190004670724942,0.319073415023704,0,0,0,0.6,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run106.rds,NA
365,1,4,gauss,18.6296398756501,9922.16958409593,0.305984228311044,0.513940860662445,77,0,0.0761421319796954,0.8,0.5,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run106.rds,NA
365,1,4,arima,4.9360322801837,1.89618527942064,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,4.49342842668911,0.997215337091681,0.0661675307705392,0.0394523688423199,0,0,0,1,0,0.75,1,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1060.rds,NA
365,1,4,gauss,9.59364772502504,8149.06186479136,0.272772422428599,0.10973007713027,48,0,0.192893401015228,0.6,0.2,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1060.rds,NA
365,1,4,arima,4.18458715820919,6.78794581297315,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.74083277533973,0.700836552285255,0.0757435378201406,0.116640349634997,0,0.25,0,1,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1061.rds,NA
730,1,4,gauss,3.05275495929593,5268.98745992968,0.165726003107194,0.169009848414703,47,0,0.197969543147208,0.8,0.9,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1061.rds,NA
730,1,4,arima,3.38332231289129,3.37476311770757,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.25535463746488,0.260240961122762,0.0785885218540615,0.434363322866296,0,0,0.0050761421319797,1,0.1,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1062.rds,NA
1095,1,4,gauss,2.60265476672273,0.393295380963626,0.127477684155169,0.481224156375716,0,0,0.187817258883249,0.8,0.2,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1062.rds,NA
1095,1,4,arima,3.62840897395729,1.12097077219281,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.76454932622162,1.85423713525807,0.0766908239506875,0.175532330995616,0,0,0,0.6,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1063.rds,NA
365,1,0,gauss,13.6670452957096,16618.5667234812,0.209750196770008,0.25947736431804,78,0,0.131578947368421,0.2,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1063.rds,NA
365,1,0,arima,4.67696213165402,1.79732985015126,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,3.60085975237043,3.72931765137566,0.148118534506571,0.403357732914448,0,0.8,0.0104712041884817,0.8,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1064.rds,NA
730,1,0,gauss,11.2352393330894,9813.20292849315,0.269297683621344,0.712243902406676,272,0.7,0.157068062827225,0.8,0.8,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1064.rds,NA
730,1,0,arima,6.504769526812,0.232743560678395,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,4.86923282847633,1.58865566036939,0.141023448680827,0.260583504793942,0,0.375,0.00518134715025907,0.8,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1066.rds,NA
365,1,2,gauss,21.0947406251225,9684.00218728982,0.333515514975333,0.766132076064595,1094,0.125,0.10880829015544,0.2,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1066.rds,NA
365,1,2,arima,5.51610072198292,1.89093929407756,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,3.05615448386629,1.04365514739869,0.160823204313407,0.300139616918005,1,0.285714285714286,0,0.8,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1067.rds,NA
730,1,2,gauss,5.75562097891497,3.33890150412517,0.251731013027058,0.510379635904417,114,0.285714285714286,0.139175257731959,0.8,0.8,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1067.rds,NA
730,1,2,arima,6.16231933713763,0.740967197275772,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,1.9824410178672,0.488299634552209,0.0400777332505709,0.0722065690197044,0,0.375,0.00518134715025907,1,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1068.rds,NA
1095,1,2,gauss,3.22419208883407,3700.09114096972,0.0570300592394717,0.0883392563931577,79,0.5,0.212435233160622,1,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1068.rds,NA
1095,1,2,arima,4.34870645144005,2.8444328445963,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,2.96414579659344,0.861647600860959,0.185461317287266,0.112256110926342,0,0,0,0.6,0.2,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1069.rds,NA
365,1,4,gauss,4.26840186336653,1803.69863493484,0.272259517378524,0.0967072033274542,176,0,0.16243654822335,0.2,0.4,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1069.rds,NA
365,1,4,arima,4.05411958775747,2.19299176976834,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.39694799752365,0.54875254072183,0.0709702762661004,0.0870035836178903,0,0.5,0.0050761421319797,1,0.1,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run107.rds,NA
730,1,4,gauss,4.46789753668001,2099.26354891111,0.219268228607949,0.205829515197834,78,0.25,0.203045685279188,0.6,0.3,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run107.rds,NA
730,1,4,arima,5.47156640247059,1.34134554377884,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,2.73371013293274,2.20953068606054,0.0854981485537603,0.249464933288343,1,0.181818181818182,0.00526315789473684,0.4,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1072.rds,NA
365,1,0,gauss,5.77996181258495,1.55614162384823,0.178976854831553,0.325846958573086,0,0.272727272727273,0.131578947368421,0.4,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1072.rds,NA
365,1,0,arima,3.17202981018138,2.31762766020085,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.49610899160697,0.952213617253729,0.116898612675278,0.310150773555899,0,0.545454545454545,0,0.8,0.2,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1073.rds,NA
730,1,0,gauss,4.16743937205657,1.54406482445116,0.215769427989795,0.533847642730327,0,0.454545454545455,0.157894736842105,0.8,0.7,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1073.rds,NA
730,1,0,arima,7.30824169456883,0.963622696373654,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,3.81416107128831,2.90703940209471,0.0814695798367815,0.318719321138998,0,0.272727272727273,0.0105263157894737,0.4,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1074.rds,NA
1095,1,0,gauss,6.0703356181294,3.24149820418019,0.217711280692339,0.677311899052779,0,0.363636363636364,0.168421052631579,0.8,0.9,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1074.rds,NA
1095,1,0,arima,5.0432536849899,1.47041724646616,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,2.58687421484688,2.65483967423215,0.133505419589944,0.238876332290083,1,0.142857142857143,0,0.8,0.2,0.5,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1075.rds,NA
365,1,2,gauss,3.93340729658999,2.64028231389493,0.273165626275337,0.115674299816426,0,0.142857142857143,0.231958762886598,0.4,0.4,0.5,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1075.rds,NA
365,1,2,arima,3.95897500470749,5.06901728165434,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,3.45035994079584,1.09602749583646,0.128648071550007,0.305426238136863,1,0.25,0.0103626943005181,0.8,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1076.rds,NA
730,1,2,gauss,11.3811703102277,30057.026130488,0.278063561205019,0.807829522450398,147,0.125,0.0984455958549223,0.6,0.9,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1076.rds,NA
730,1,2,arima,14.479881306166,6.52331681035738,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.00408434073973,0.17727215909962,0.0907294424020172,0.0993277221119068,0,0.125,0.00518134715025907,0.8,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1077.rds,NA
1095,1,2,gauss,2.1952749980282,0.307541420614524,0.095744005901562,0.113438293964418,0,0.125,0.212435233160622,0.8,0.1,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1077.rds,NA
1095,1,2,arima,3.05772070911155,2.0726525966424,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,4.00662016540956,0.872498226920025,0.225432417166909,0.0598122154952299,0,0,0,0.8,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1078.rds,NA
365,1,4,gauss,5.17186291974626,11957.9561272744,0.450121033352346,0.74134263621843,162,0,0.0203045685279188,0.4,0.5,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1078.rds,NA
365,1,4,arima,3.92163466485396,5.08419985466273,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.57342148898885,0.834723678665314,0.036644680537201,0.0273629814521973,0,0,0.0050761421319797,1,0,1,1,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1079.rds,NA
730,1,4,gauss,4.86735331312444,345.336150580911,0.0958209438980737,0.0475750259616174,1171,0,0.203045685279188,1,0.5,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1079.rds,NA
730,1,4,arima,3.63242295319317,4.21512643669263,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,3.15694237064467,1.06009360900678,0.100032927062892,0.100609046228904,15,0.75,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run108.rds,NA
1095,1,4,gauss,3.84246656550982,404.291521479695,0.151385946129351,0.156820788951071,1044,0.5,0.213197969543147,1,0.4,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run108.rds,NA
1095,1,4,arima,4.89229471754194,3.3962668095573,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,3.19562015074514,0.579857327961732,0.120056403511703,0.242831171547409,6,0.75,0.0050761421319797,1,0.5,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1080.rds,NA
1095,1,4,gauss,3.59862394525615,6451.1056959511,0.143117391958106,0.247260005223445,328,0.5,0.233502538071066,1,0.7,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1080.rds,NA
1095,1,4,arima,4.44131861413711,2.56364898059571,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.12023577310666,2.82747965741471,0.110250047476978,0.267014763258997,0,0.333333333333333,0,0.4,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1081.rds,NA
365,1,0,gauss,5.71171274977893,1.29493926680306,0.279780583556921,0.463577961429883,0,0.25,0.126984126984127,0.4,0.7,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1081.rds,NA
365,1,0,arima,6.7530749540099,4.26496651824968,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.83193354735264,1.85372380613806,0.0601583907939808,0.243621619189653,0,0.545454545454545,0,0.6,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1082.rds,NA
730,1,0,gauss,3.77497806158981,33164.4988477984,0.116678986976298,0.371478368769164,264,0.454545454545455,0.121052631578947,1,0.7,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1082.rds,NA
730,1,0,arima,6.08662335974014,0.271231901436212,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,2.83704959635799,1.73620669799348,0.118260568657805,0.108291282111948,1,0.428571428571429,0,0.8,0.2,0.333333333333333,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1084.rds,NA
365,1,2,gauss,5.8908032516139,9426.86341531758,0.297703478716589,0.397269390873578,300,0.285714285714286,0.0927835051546392,0.4,0.3,0.333333333333333,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1084.rds,NA
365,1,2,arima,2.34280032841839,1.47876150939683,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,3.20672163393324,2.23403926417353,0.0879785257582815,0.209288596054033,0,0.125,0,0.8,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1085.rds,NA
730,1,2,gauss,4.50613850533434,4361.78506979669,0.205465804757158,0.38655671236277,1138,0,0.181347150259067,0.8,0.7,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1085.rds,NA
730,1,2,arima,9.28647910332998,5.55777573419775,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,3.46369207139346,1.20688978835989,0.165098830734725,0.383152468597574,0,0,0,1,0.5,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1086.rds,NA
1095,1,2,gauss,3.22492792281657,1643.75729428265,0.174155318774775,0.399773921252811,115,0,0.175257731958763,1,0.5,1,0,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1086.rds,NA
1095,1,2,arima,4.76735583319133,2.86361913077463,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,5.21685906322539,1.15299038797456,0.061982017551428,0.0518609901512123,0,0,0,0.8,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1087.rds,NA
365,1,4,gauss,7.57606827134239,4393.62873030175,0.171068724903354,0.0802628568239964,1092,0.25,0.152284263959391,0.4,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1087.rds,NA
365,1,4,arima,2.88267065826046,3.59446816560284,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,3.8082480675308,0.853956977019883,0.0646405570096115,0.0761371392450162,0,0,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1088.rds,NA
730,1,4,gauss,4.17798143986001,141.546005298364,0.166841182594203,0.145782527990155,97,0,0.106598984771574,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1088.rds,NA
730,1,4,arima,5.92504474557977,4.79435955337986,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.03805404631841,0.380900110518023,0.0362899517613648,0.0234823220577379,0,0.5,0,0.6,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1089.rds,NA
1095,1,4,gauss,2.38501252794326,2.17757078192405,0.0581946574414597,0.0338421861965057,54,0.5,0.213197969543147,0.6,0.3,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1089.rds,NA
1095,1,4,arima,1.62188638690376,3.46007559551794,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,3.64153043470728,0.72353314508966,0.189501653896163,0.112241591418237,0,0.545454545454545,0.0105263157894737,0.6,0.1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run109.rds,NA
365,1,0,gauss,4.69826632871159,6.36544257740592,0.296341375621347,0.541237507922193,89,0.363636363636364,0.0263157894736842,0.2,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run109.rds,NA
365,1,0,arima,10.9237225002112,0.915610769257812,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,0,hs,2.93661930942843,0.918626847268065,0.207423210046828,0.354906388490435,1,0.166666666666667,0.00529100529100529,0.6,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1090.rds,NA
365,1,0,gauss,13.3689485132943,13673.9989727298,0.351457848305831,0.808211204569625,100,0.0833333333333333,0.0687830687830688,0.4,0.7,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1090.rds,NA
365,1,0,arima,6.81188160875863,2.33941028624642,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.84656673838378,1.11976365431766,0.284935272916695,0.661113702922768,0,0.416666666666667,0.0105820105820106,0.8,0.6,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1091.rds,NA
730,1,0,gauss,12.2064706211911,36.6175002081441,0.389341879836886,0.979480829196157,136,0.25,0.232804232804233,0.8,0.9,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1091.rds,NA
730,1,0,arima,9.97068487896001,0.199664864211525,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,3.0970561129801,3.10871063592844,0.222086767059429,0.331589146248832,0,0.0909090909090909,0.00526315789473684,1,0.4,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1092.rds,NA
1095,1,0,gauss,3.65959997489092,30580.9085743891,0.215497201073524,0.502204967231019,178,0.0909090909090909,0.142105263157895,1,0.7,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1092.rds,NA
1095,1,0,arima,5.08028107573414,0.427471661168125,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,3.99412069267048,1.6764796896739,0.143518769030349,0.117906878532816,0,0.625,0,1,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1094.rds,NA
730,1,2,gauss,4.10366926108561,4704.05473925693,0.221612549063325,0.143286726916714,86,0.625,0.170984455958549,1,0.4,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1094.rds,NA
730,1,2,arima,4.36616301567581,2.99425581794828,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,4,hs,3.20010241293577,1.2232248584282,0.0703570913903768,0.0529154113436512,1,0.333333333333333,0,1,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1096.rds,NA
365,1,4,gauss,4.77038364447993,72.3674305228273,0.295536341555152,0.478022065938813,114,0,0.0202020202020202,0.4,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1096.rds,NA
365,1,4,arima,2.44790310347627,2.87426688355469,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,4,hs,2.55420898840213,0.359854138731705,0.0744900622950612,0.0223229760633851,8,0.333333333333333,0,1,0.1,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1097.rds,NA
730,1,4,gauss,3.01923950323952,3.04687178953344,0.119025861175945,0.0325306831960235,103,0.333333333333333,0.207070707070707,1,0.4,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1097.rds,NA
730,1,4,arima,1.73839997298446,1.63008267454664,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,4,hs,2.66456907745753,0.704451107293954,0.0455524314973186,0.0433332167941388,19,0,0,0.8,0,0.8,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1098.rds,NA
1095,1,4,gauss,2.68163631782487,4.73737704232926,0.0564116053592764,0.0431870546870402,672,0,0.208121827411168,0.8,0.1,1,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1098.rds,NA
1095,1,4,arima,3.49022938067413,3.34244649184792,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,4.11265672546719,2.86867926010534,0.0937159770387265,0.324577694493914,0,0.181818181818182,0.0157894736842105,0.6,0,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run11.rds,NA
730,1,0,gauss,6.72166920472048,20913.1986902467,0.192228477675201,0.535857880699711,129,0.0909090909090909,0.168421052631579,0.8,1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run11.rds,NA
730,1,0,arima,10.8812687429219,0.644196681915482,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,2.99501415442679,2.6611542543723,0.13489532176308,0.352844963840702,0,0.333333333333333,0.0105820105820106,0.8,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run110.rds,NA
730,1,0,gauss,20.2410286056451,53.7864109135169,0.2852139128204,0.605188687945694,639,0.333333333333333,0.201058201058201,0.6,1,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run110.rds,NA
730,1,0,arima,12.1473892443534,9.1954138423061,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,0,hs,3.03701773646876,2.85077579269145,0.122463497238365,0.198678362245594,0,0.727272727272727,0.00526315789473684,0.6,0.4,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1100.rds,NA
730,1,0,gauss,3.27259810229315,33.4537261286843,0.150765431659172,0.226168238847719,122,0.636363636363636,0.163157894736842,0.6,0.5,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1100.rds,NA
730,1,0,arima,3.69806050397687,0.630504682229147,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,0,hs,2.99008061533046,0.610313497762632,0.122631560865539,0.280580638698407,0,0.25,0.00529100529100529,1,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1101.rds,NA
1095,1,0,gauss,3.49150642106957,16505.2899239,0.227823923171002,0.396693294936491,144,0.416666666666667,0.142857142857143,0.8,0.3,0,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1101.rds,NA
1095,1,0,arima,5.12841414514616,0.385269653051186,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
365,1,2,hs,2.62274991359798,0.414318871529345,0.160075706978468,0.294179791140236,0,0.5,0.00518134715025907,0.6,0,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1102.rds,NA
365,1,2,gauss,5.27214047235023,1.66207555745759,0.272909178478757,0.589051731443008,0,0.375,0.155440414507772,0.4,0.8,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1102.rds,NA
365,1,2,arima,4.28035975455305,1.71631122897913,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
730,1,2,hs,2.65195436671151,1.04116556438202,0.125847402428676,0.136497660165794,2,0.5,0.00518134715025907,0.8,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1103.rds,NA
730,1,2,gauss,3.08932036018481,3778.38859541182,0.153322819610777,0.16574248556551,107,0.5,0.181347150259067,0.8,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1103.rds,NA
730,1,2,arima,2.62773271091961,3.11239689827529,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
1095,1,2,hs,2.68590917420039,1.94342516341777,0.0420173912186805,0.0344370483608534,30,0.25,0.00518134715025907,1,0.2,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1104.rds,NA
1095,1,2,gauss,3.13259142089044,178.531313951436,0.0672630549227032,0.0632601062696285,90,0.25,0.129533678756477,0.8,0.3,0.666666666666667,NA,0.9,Data/aquatic_sim_data/ARp_err_sims_04_22/simdat_run1104.rds,NA
1095,1,2,arima,6.49872706617848,4.29002015529066,NA,NA,NA,0,0,NA,NA,NA,NA,0.9,NA,NA
